,Rk,Year,Team,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
1212,13,2004,LAD,NL West,162,93,69,0,0.574,0.549,1st of 5,--,Lost LDS (3-1),761,684,3488283,28.9,29.5,43,22,A.Beltre (9.5),J.Tracy (93-69),LAD
1213,14,2003,LAD,NL West,162,85,77,0,0.525,0.515,2nd of 5,15.5,,574,556,3138626,29.9,31.2,44,19,K.Brown (4.5),J.Tracy (85-77),LAD
1214,15,2002,LAD,NL West,162,92,70,0,0.568,0.547,3rd of 5,6,,713,643,3131255,30,31,41,19,S.Green (6.9),J.Tracy (92-70),LAD
1215,16,2001,LAD,NL West,162,86,76,0,0.531,0.509,3rd of 5,6,,758,744,3017143,30.2,30.5,41,21,S.Green (6.9),J.Tracy (86-76),LAD
1216,17,2000,LAD,NL West,162,86,76,0,0.531,0.541,2nd of 5,11,,798,729,2880242,29.6,29.5,46,21,K.Brown (6.8),D.Johnson (86-76),LAD
1217,18,1999,LAD,NL West,162,77,85,0,0.475,0.503,3rd of 5,23,,793,787,3095346,29.2,28.6,43,21,K.Brown (5.5),D.Johnson (77-85),LAD
1218,19,1998,LAD,NL West,162,83,79,0,0.512,0.494,3rd of 5,15,,669,678,3089222,28.3,27.6,53,25,G.Sheffield (3.4),B.Russell (36-38) and G.Hoffman (47-41),LAD
1219,20,1997,LAD,NL West,162,88,74,0,0.543,0.564,2nd of 4,2,,742,645,3319504,29.3,28.8,44,16,M.Piazza (8.7),B.Russell (88-74),LAD
1220,21,1996,LAD,NL West,162,90,72,0,0.556,0.534,2nd of 4,1,Lost LDS (3-0),703,652,3188454,27.9,28.2,40,15,M.Piazza (5.4),T.Lasorda (41-35) and B.Russell (49-37),LAD
1221,22,1995,LAD,NL West,144,78,66,0,0.542,0.518,1st of 4,--,Lost LDS (3-0),634,609,2766251,27.4,27.7,49,21,M.Piazza (6.2),T.Lasorda (78-66),LAD
1222,23,1994,LAD,NL West,114,58,56,0,0.509,0.52,1st of 4,--,,532,509,2279355,28.7,30,35,16,K.Gross (4.0),T.Lasorda (58-56),LAD
1223,24,1993,LAD,NL West,162,81,81,0,0.5,0.509,4th of 7,23,,675,662,3170393,28.8,29.1,35,15,M.Piazza (7.0),T.Lasorda (81-81),LAD
1224,25,1992,LAD,NL West,162,63,99,0,0.389,0.432,6th of 6,35,,548,636,2473266,28.4,31.2,36,14,B.Butler (4.8),T.Lasorda (63-99),LAD
1225,26,1991,LAD,NL West,162,93,69,0,0.574,0.574,2nd of 6,1,,665,565,3348170,30.2,30.2,39,16,B.Butler (5.1),T.Lasorda (93-69),LAD
1226,27,1990,LAD,NL West,162,86,76,0,0.531,0.528,2nd of 6,5,,728,685,3002396,29.7,28.2,46,21,E.Murray (5.1),T.Lasorda (86-76),LAD
1227,28,1989,LAD,NL West,160,77,83,0,0.481,0.515,4th of 6,14,,554,536,2944653,29.8,28.5,40,18,O.Hershiser (7.3),T.Lasorda (77-83),LAD
1228,29,1988,LAD,NL West,162,94,67,1,0.584,0.565,1st of 6,--,Won WS (4-1),628,544,2980262,29,29.2,38,19,O.Hershiser (7.1),T.Lasorda (94-67),LAD
1229,30,1987,LAD,NL West,162,73,89,0,0.451,0.472,4th of 6,17,,635,675,2797409,28.2,27.9,48,18,B.Welch (7.5),T.Lasorda (73-89),LAD
1230,31,1986,LAD,NL West,162,73,89,0,0.451,0.472,5th of 6,23,,638,679,3023208,28,27.8,38,14,F.Valenzuela (6.2),T.Lasorda (73-89),LAD
1231,32,1985,LAD,NL West,162,95,67,0,0.586,0.574,1st of 6,--,Lost NLCS (4-2),682,579,3264593,27.7,28,41,14,P.Guerrero (7.9),T.Lasorda (95-67),LAD
1232,33,1984,LAD,NL West,162,79,83,0,0.488,0.484,4th of 6,13,,580,600,3134824,26.8,27.5,38,13,A.Pena (5.1),T.Lasorda (79-83),LAD
1233,34,1983,LAD,NL West,163,91,71,1,0.562,0.533,1st of 6,--,Lost NLCS (3-1),654,609,3510313,28.1,27.1,40,16,P.Guerrero (5.5),T.Lasorda (91-71),LAD
1234,35,1982,LAD,NL West,162,88,74,0,0.543,0.555,2nd of 6,1,,691,612,3608881,29.2,26.8,39,15,P.Guerrero (6.8),T.Lasorda (88-74),LAD
1235,36,1981,LAD,NL West,110,63,47,0,0.573,0.606,2nd of 6,4,Won WS (4-2),450,356,2381292,29.3,26.2,37,13,F.Valenzuela (5.3),T.Lasorda (63-47),LAD
1236,37,1980,LAD,NL West,163,92,71,0,0.564,0.552,2nd of 6,1,,663,591,3249287,30.4,28.2,35,13,D.Sutton (5.5),T.Lasorda (92-71),LAD
1237,38,1979,LAD,NL West,162,79,83,0,0.488,0.514,3rd of 6,11.5,,739,717,2860954,30.4,28.3,35,17,R.Cey (5.1),T.Lasorda (79-83),LAD
1238,39,1978,LAD,NL West,162,95,67,0,0.586,0.607,1st of 6,--,Lost WS (4-2),727,573,3347845,30.5,28.7,38,15,R.Cey (5.3),T.Lasorda (95-67),LAD
1239,40,1977,LAD,NL West,162,98,64,0,0.605,0.625,1st of 6,--,Lost WS (4-2),769,582,2955087,29.2,28.5,37,14,R.Smith (6.1),T.Lasorda (98-64),LAD
1240,41,1976,LAD,NL West,162,92,70,0,0.568,0.552,2nd of 6,10,,608,543,2386301,27.8,28.3,37,12,R.Cey (6.0),W.Alston (90-68) and T.Lasorda (2-2),LAD
1241,42,1975,LAD,NL West,162,88,74,0,0.543,0.588,2nd of 6,20,,648,534,2539349,27.4,28.2,37,14,A.Messersmith (6.9),W.Alston (88-74),LAD
1242,43,1974,LAD,NL West,162,102,60,0,0.63,0.656,1st of 6,--,Lost WS (4-1),798,561,2632474,27.1,28.9,35,13,J.Wynn (7.7),W.Alston (102-60),LAD
1243,44,1973,LAD,NL West,162,95,66,1,0.59,0.581,2nd of 6,3.5,,675,565,2136192,27,29.9,33,14,D.Sutton (5.3),W.Alston (95-66),LAD
1244,45,1972,LAD,NL West,155,85,70,0,0.548,0.547,2nd of 6,10.5,,584,527,1860858,28.6,30.3,36,14,D.Sutton (6.3),W.Alston (85-70),LAD
1245,46,1971,LAD,NL West,162,89,73,0,0.549,0.555,2nd of 6,1,,663,587,2064594,28.7,28.4,34,14,D.Allen (5.4),W.Alston (89-73),LAD
1246,47,1970,LAD,NL West,161,87,74,0,0.54,0.541,2nd of 6,14.5,,749,684,1697142,27.9,26.7,37,16,B.Grabarkewitz (6.5),W.Alston (87-74),LAD
1247,48,1969,LAD,NL West,162,85,77,0,0.525,0.563,4th of 6,8,,645,561,1784527,27.4,27.3,38,14,C.Osteen (6.7),W.Alston (85-77),LAD
1248,49,1968,LAD,NL,162,76,86,0,0.469,0.464,7th of 10,21,,470,509,1581093,27.9,26.9,35,14,T.Haller (4.8),W.Alston (76-86),LAD
1249,50,1967,LAD,NL,162,73,89,0,0.451,0.438,8th of 10,28.5,,519,595,1664362,27.5,27,34,15,D.Drysdale (4.4),W.Alston (73-89),LAD
1250,51,1966,LAD,NL,162,95,67,0,0.586,0.596,1st of 10,--,Lost WS (4-0),606,490,2617029,28.3,26.9,35,13,S.Koufax (9.8),W.Alston (95-67),LAD
1251,52,1965,LAD,NL,162,97,65,0,0.599,0.57,1st of 10,--,Won WS (4-3),608,521,2553577,27.9,27.6,33,12,S.Koufax (8.6),W.Alston (97-65),LAD
1252,53,1964,LAD,NL,164,80,82,2,0.494,0.532,6th of 10,13,,614,572,2228751,26.9,25.6,33,14,D.Drysdale (8.4),W.Alston (80-82),LAD
1253,54,1963,LAD,NL,163,99,63,1,0.611,0.569,1st of 10,--,Won WS (4-0),640,550,2538602,27.4,26.5,35,14,S.Koufax (9.9),W.Alston (99-63),LAD
1254,55,1962,LAD,NL,165,102,63,0,0.618,0.586,2nd of 10,1,,842,697,2755184,27,25.7,30,12,M.Wills (6.0),W.Alston (102-63),LAD
1255,56,1961,LAD,NL,154,89,65,0,0.578,0.524,2nd of 8,4,,735,697,1804250,27.8,25.8,34,12,D.Drysdale (5.9),W.Alston (89-65),LAD
1256,57,1960,LAD,NL,154,82,72,0,0.532,0.55,4th of 8,13,,662,593,2253887,27.8,25.3,37,13,D.Drysdale (7.1),W.Alston (82-72),LAD
1257,58,1959,LAD,NL,156,88,68,0,0.564,0.523,1st of 8,--,Won WS (4-2),705,670,2071045,28.2,25.9,38,15,D.Drysdale (6.2),W.Alston (88-68),LAD
1258,59,1958,LAD,NL,154,71,83,0,0.461,0.441,7th of 8,21,,668,761,1845556,29,25.2,43,19,D.Drysdale (3.7),W.Alston (71-83),LAD
1259,60,1957,Brooklyn Dodgers,NL,154,84,70,0,0.545,0.57,3rd of 8,11,,690,591,1028258,30.1,26.7,35,17,D.Drysdale (6.0),W.Alston (84-70),LAD
1260,61,1956,Brooklyn Dodgers,NL,154,93,61,0,0.604,0.582,1st of 8,--,Lost WS (4-3),720,601,1213562,31,28.2,35,15,D.Snider (7.6),W.Alston (93-61),LAD
1261,62,1955,Brooklyn Dodgers,NL,154,98,55,1,0.641,0.624,1st of 8,--,Won WS (4-3),857,650,1033589,29.8,26.2,32,15,D.Snider (8.6),W.Alston (98-55),LAD
1262,63,1954,Brooklyn Dodgers,NL,154,92,62,0,0.597,0.523,2nd of 8,5,,778,740,1020531,29.6,27.7,35,16,D.Snider (8.4),W.Alston (92-62),LAD
1263,64,1953,Brooklyn Dodgers,NL,155,105,49,1,0.682,0.645,1st of 8,--,Lost WS (4-2),955,689,1163419,29,27.3,32,14,D.Snider (9.3),C.Dressen (105-49),LAD
1264,65,1952,Brooklyn Dodgers,NL,155,96,57,2,0.627,0.613,1st of 8,--,Lost WS (4-3),775,603,1088704,29.2,27.1,35,17,J.Robinson (8.5),C.Dressen (96-57),LAD
1265,66,1951,Brooklyn Dodgers,NL,158,97,60,1,0.618,0.608,2nd of 8,1,,855,672,1282628,28.5,27.2,36,14,J.Robinson (9.7),C.Dressen (97-60),LAD
1266,67,1950,Brooklyn Dodgers,NL,155,89,65,1,0.578,0.571,2nd of 8,2,,847,724,1185896,27.6,26.6,37,19,J.Robinson (7.5),B.Shotton (89-65),LAD
1267,68,1949,Brooklyn Dodgers,NL,156,97,57,2,0.63,0.634,1st of 8,--,Lost WS (4-1),879,651,1633747,27,26,34,13,J.Robinson (9.6),B.Shotton (97-57),LAD
1268,69,1948,Brooklyn Dodgers,NL,155,84,70,1,0.545,0.548,3rd of 8,7.5,,744,669,1398967,26.2,26.2,40,18,J.Robinson (5.4),"L.Durocher (35-37), R.Blades (1-0) and B.Shotton (48-33)",LAD
1269,70,1947,Brooklyn Dodgers,NL,155,94,60,1,0.61,0.568,1st of 8,--,Lost WS (4-3),774,667,1807526,27.9,25.9,43,19,R.Branca (6.3),C.Sukeforth (2-0) and B.Shotton (92-60),LAD
1270,71,1946,Brooklyn Dodgers,NL,157,96,60,1,0.615,0.594,2nd of 8,2,,701,570,1796824,28.2,27.4,45,18,P.Reese (6.0),L.Durocher (96-60),LAD
1271,72,1945,Brooklyn Dodgers,NL,155,87,67,1,0.565,0.543,3rd of 8,11,,795,724,1059220,29.2,28.2,42,15,A.Galan (5.4),L.Durocher (87-67),LAD
1272,73,1944,Brooklyn Dodgers,NL,155,63,91,1,0.409,0.415,7th of 8,42,,690,832,605905,28.3,28.3,53,24,A.Galan (6.0),L.Durocher (63-91),LAD
1273,74,1943,Brooklyn Dodgers,NL,153,81,72,0,0.529,0.527,3rd of 8,23.5,,716,675,661739,30.7,30.3,45,18,A.Galan (5.4),L.Durocher (81-72),LAD
1274,75,1942,Brooklyn Dodgers,NL,155,104,50,1,0.675,0.664,2nd of 8,2,,742,512,1037765,29.3,31.2,32,15,P.Reese (5.7),L.Durocher (104-50),LAD
1275,76,1941,Brooklyn Dodgers,NL,157,100,54,3,0.649,0.642,1st of 8,--,Lost WS (4-1),800,581,1214910,28.3,31.4,39,18,W.Wyatt (7.6),L.Durocher (100-54),LAD
1276,77,1940,Brooklyn Dodgers,NL,156,88,65,3,0.575,0.553,2nd of 8,12,,697,621,975978,28.4,31.8,40,18,D.Camilli (5.0),L.Durocher (88-65),LAD
1277,78,1939,Brooklyn Dodgers,NL,157,84,69,4,0.549,0.543,3rd of 8,12.5,,708,645,955668,29.3,30.6,37,14,D.Camilli (6.4),L.Durocher (84-69),LAD
1278,79,1938,Brooklyn Dodgers,NL,151,69,80,2,0.463,0.496,7th of 8,18.5,,704,710,663087,29.1,30.7,43,16,F.Fitzsimmons (4.4),B.Grimes (69-80),LAD
1279,80,1937,Brooklyn Dodgers,NL,155,62,91,2,0.405,0.398,6th of 8,33.5,,616,772,482481,29,29.7,43,17,V.Mungo (4.6),B.Grimes (62-91),LAD
1280,81,1936,Brooklyn Dodgers,NL,156,67,87,2,0.435,0.442,7th of 8,25,,662,752,489618,28.4,28.6,34,12,V.Mungo (6.0),C.Stengel (67-87),LAD
1281,82,1935,Brooklyn Dodgers,NL,154,70,83,1,0.458,0.465,5th of 8,29.5,,711,767,470517,27.8,29.8,38,16,L.Frey (3.3),C.Stengel (70-83),LAD
1282,83,1934,Brooklyn Dodgers,NL,153,71,81,1,0.467,0.472,6th of 8,23.5,,748,795,434188,27.8,27.3,33,14,V.Mungo (5.2),C.Stengel (71-81),LAD
1283,84,1933,Brooklyn Dodgers,NL,157,65,88,4,0.425,0.446,6th of 8,26.5,,617,695,526815,29,29.3,33,11,V.Mungo (5.0),M.Carey (65-88),LAD
1284,85,1932,Brooklyn Dodgers,NL,154,81,73,0,0.526,0.503,3rd of 8,9,,752,747,681827,29.8,31.4,35,13,L.O'Doul (6.3),M.Carey (81-73),LAD
1285,86,1931,Brooklyn Robins,NL,153,79,73,1,0.52,0.505,4th of 8,21,,681,673,753133,29.3,32.9,35,14,W.Clark (6.3),W.Robinson (79-73),LAD
1286,87,1930,Brooklyn Robins,NL,154,86,68,0,0.558,0.575,4th of 8,6,,871,738,1097329,28.9,31.4,30,13,B.Herman (6.9),W.Robinson (86-68),LAD
1287,88,1929,Brooklyn Robins,NL,153,70,83,0,0.458,0.426,6th of 8,28.5,,755,888,731886,30,29.6,36,17,W.Clark (5.4),W.Robinson (70-83),LAD
1288,89,1928,Brooklyn Robins,NL,155,77,76,2,0.503,0.518,6th of 8,17.5,,665,640,664863,31,31.5,30,9,D.Vance (10.1),W.Robinson (77-76),LAD
1289,90,1927,Brooklyn Robins,NL,154,65,88,1,0.425,0.439,6th of 8,28.5,,541,619,637230,29.9,31.9,31,12,D.Vance (7.5),W.Robinson (65-88),LAD
1290,91,1926,Brooklyn Robins,NL,155,71,82,2,0.464,0.444,6th of 8,17.5,,623,705,650819,31,31.5,31,11,J.Petty (5.0),W.Robinson (71-82),LAD
1291,92,1925,Brooklyn Robins,NL,153,68,85,0,0.444,0.456,6th of 8,27,,786,866,659435,31.4,30.3,35,16,D.Vance (5.9),W.Robinson (68-85),LAD
1292,93,1924,Brooklyn Robins,NL,154,92,62,0,0.597,0.525,2nd of 8,1.5,,717,679,818883,30.8,30.3,33,15,D.Vance (10.3),W.Robinson (92-62),LAD
1293,94,1923,Brooklyn Robins,NL,155,76,78,1,0.494,0.507,6th of 8,19.5,,753,741,564666,29.7,28.7,33,12,J.Fournier (5.6),W.Robinson (76-78),LAD
1294,95,1922,Brooklyn Robins,NL,155,76,78,1,0.494,0.493,6th of 8,17,,743,754,498865,30.1,28.8,31,12,D.Ruether (5.2),W.Robinson (76-78),LAD
1295,96,1921,Brooklyn Robins,NL,152,77,75,0,0.507,0.49,5th of 8,16.5,,667,681,613245,30.4,28.4,30,12,B.Grimes (8.0),W.Robinson (77-75),LAD
1296,97,1920,Brooklyn Robins,NL,155,93,61,1,0.604,0.601,1st of 8,--,Lost WS (5-2),660,528,808722,30,28.8,29,9,B.Grimes (8.1),W.Robinson (93-61),LAD
1297,98,1919,Brooklyn Robins,NL,141,69,71,1,0.493,0.511,5th of 8,27,,525,513,360721,29.3,27.8,28,9,L.Cadore (5.7),W.Robinson (69-71),LAD
1298,99,1918,Brooklyn Robins,NL,126,57,69,0,0.452,0.387,5th of 8,25.5,,360,463,83831,29.9,29.2,35,17,B.Grimes (4.7),W.Robinson (57-69),LAD
1299,100,1917,Brooklyn Robins,NL,156,70,81,5,0.464,0.459,7th of 8,26.5,,511,559,221619,28.8,28.7,31,11,L.Cadore (5.4),W.Robinson (70-81),LAD
1300,101,1916,Brooklyn Robins,NL,156,94,60,2,0.61,0.598,1st of 8,--,Lost WS (4-1),585,471,447747,28.6,28.7,32,10,J.Pfeffer (7.1),W.Robinson (94-60),LAD
1301,102,1915,Brooklyn Robins,NL,154,80,72,2,0.526,0.48,3rd of 8,10,,536,560,297766,26.6,27.4,33,15,J.Pfeffer (6.3),W.Robinson (80-72),LAD
1302,103,1914,Brooklyn Robins,NL,154,75,79,0,0.487,0.503,5th of 8,19.5,,622,618,122671,26.7,27.7,28,11,J.Pfeffer (7.6),W.Robinson (75-79),LAD
1303,104,1913,Brooklyn Superbas,NL,152,65,84,3,0.436,0.486,6th of 8,34.5,,595,613,347000,26,27.4,33,13,N.Rucker (4.8),B.Dahlen (65-84),LAD
1304,105,1912,Brooklyn Dodgers,NL,153,58,95,0,0.379,0.439,7th of 8,46,,651,744,243000,25.9,26.1,30,12,N.Rucker (8.4),B.Dahlen (58-95),LAD
1305,106,1911,Brooklyn Dodgers,NL,154,64,86,4,0.427,0.409,7th of 8,33.5,,539,659,269000,26.1,26.8,36,13,N.Rucker (8.9),B.Dahlen (64-86),LAD
1306,107,1910,Brooklyn Superbas,NL,156,64,90,2,0.416,0.398,6th of 8,40,,497,623,279321,25.9,28.1,31,11,N.Rucker (7.1),B.Dahlen (64-90),LAD
1307,108,1909,Brooklyn Superbas,NL,155,55,98,2,0.359,0.347,6th of 8,55.5,,444,627,321300,26.6,28.1,31,11,N.Rucker (7.3),H.Lumley (55-98),LAD
1308,109,1908,Brooklyn Superbas,NL,154,53,101,0,0.344,0.358,7th of 8,46,,375,516,275600,27.1,28,24,8,N.Rucker (5.7),P.Donovan (53-101),LAD
1309,110,1907,Brooklyn Superbas,NL,153,65,83,5,0.439,0.429,5th of 8,40,,446,522,312500,28.1,27.1,24,8,T.Jordan (3.6),P.Donovan (65-83),LAD
1310,111,1906,Brooklyn Superbas,NL,153,66,86,1,0.434,0.396,5th of 8,50,,496,625,277400,27.9,26.6,24,9,H.Lumley (6.2),P.Donovan (66-86),LAD
1311,112,1905,Brooklyn Superbas,NL,155,48,104,3,0.316,0.299,8th of 8,56.5,,506,807,227924,26.1,25.8,23,8,J.Sheckard (4.0),N.Hanlon (48-104),LAD
1312,113,1904,Brooklyn Superbas,NL,154,56,97,1,0.366,0.404,6th of 8,50,,497,614,214600,26.4,27.4,28,12,J.Cronin (3.4),N.Hanlon (56-97),LAD
1313,114,1903,Brooklyn Superbas,NL,139,70,66,3,0.515,0.49,5th of 8,19,,667,682,224670,27.6,27.4,28,10,J.Sheckard (7.0),N.Hanlon (70-66),LAD
1314,115,1902,Brooklyn Superbas,NL,141,75,63,3,0.543,0.538,2nd of 8,27.5,,564,519,199868,28.5,27.2,26,9,B.Dahlen (4.3),N.Hanlon (75-63),LAD
1315,116,1901,Brooklyn Superbas,NL,137,79,57,1,0.581,0.597,3rd of 8,9.5,,744,600,198200,29.5,27,24,9,J.Sheckard (6.4),N.Hanlon (79-57),LAD
1316,117,1900,Brooklyn Superbas,NL,142,82,54,6,0.603,0.556,1st of 8,--,,816,722,183000,29.8,29.1,23,9,J.McGinnity (5.1),N.Hanlon (82-54),LAD
1317,118,1899,Brooklyn Superbas,NL,150,101,47,2,0.682,0.636,1st of 12,--,,892,658,269641,28.4,26.4,27,11,J.Hughes (8.0),N.Hanlon (101-47),LAD
1318,119,1898,Brooklyn Bridegrooms,NL,149,54,91,4,0.372,0.392,10th of 12,46,,638,811,122514,28.4,25.6,26,12,B.Kennedy (4.0),"B.Barnie (15-20), M.Griffin (1-3) and C.Ebbets (38-68)",LAD
1319,120,1897,Brooklyn Bridegrooms,NL,136,61,71,4,0.462,0.476,7th of 12,32,,802,845,220831,29.9,27.7,20,7,B.Kennedy (4.8),B.Barnie (61-71),LAD
1320,121,1896,Brooklyn Bridegrooms,NL,133,58,73,2,0.443,0.455,10th of 12,33,,692,764,201000,28.9,27.6,20,7,H.Payne (4.8),D.Foutz (58-73),LAD
1321,122,1895,Brooklyn Grooms,NL,133,71,60,2,0.542,0.522,5th of 12,16.5,,879,838,230000,28.3,25.6,23,8,M.Griffin (5.6),D.Foutz (71-60),LAD
1322,123,1894,Brooklyn Grooms,NL,134,70,61,3,0.534,0.502,5th of 12,20.5,,1024,1020,214000,28.6,25.1,24,10,M.Griffin (4.5),D.Foutz (70-61),LAD
1323,124,1893,Brooklyn Grooms,NL,130,65,63,2,0.508,0.461,7th of 12,20.5,,775,845,235000,29.5,25,21,8,B.Kennedy (5.9),D.Foutz (65-63),LAD
1324,125,1892,Brooklyn Grooms,NL,158,95,59,4,0.617,0.61,3rd of 12,9,,935,733,183727,27.7,25.3,17,6,D.Brouthers (8.8),J.Ward (95-59),LAD
1325,126,1891,Brooklyn Grooms,NL,137,61,76,0,0.445,0.468,6th of 8,25.5,,765,820,181477,28,25.6,19,6,B.Caruthers (4.1),J.Ward (61-76),LAD
1326,127,1890,Brooklyn Bridegrooms,NL,129,86,43,0,0.667,0.657,1st of 8,--,Tied in WS (3-3-1),884,620,121412,27.9,25.7,17,6,A.Terry (6.1),B.McGunnigle (86-43),LAD
1327,128,1889,Brooklyn Bridegrooms,AA,140,93,44,3,0.679,0.652,1st of 8,--,Lost WS (6-3),995,706,,27.7,24.6,15,5,B.Caruthers (8.6),B.McGunnigle (93-44),LAD
1328,129,1888,Brooklyn Bridegrooms,AA,143,88,52,3,0.629,0.617,2nd of 8,6.5,,758,584,,27.7,23.9,20,5,B.Caruthers (6.8),B.McGunnigle (88-52),LAD
1329,130,1887,Brooklyn Grays,AA,138,60,74,4,0.448,0.493,6th of 8,34.5,,904,918,,26.8,26.2,19,6,A.Terry (2.5),C.Byrne (60-74),LAD
1330,131,1886,Brooklyn Grays,AA,141,76,61,4,0.555,0.5,3rd of 8,16,,832,832,,26.3,25.5,19,6,A.Terry (3.0),C.Byrne (76-61),LAD
1331,132,1885,Brooklyn Grays,AA,112,53,59,0,0.473,0.481,5th of 8,26,,624,650,,26.1,25.2,21,4,H.Porter (6.1),C.Hackett (15-22) and C.Byrne (38-37),LAD
1332,133,1884,Brooklyn Atlantics,AA,109,40,64,5,0.385,0.365,9th of 13,33.5,,476,644,,28,24.2,18,5,A.Terry (2.3),G.Taylor (40-64),LAD
1333,1,2016,Miami Marlins,NL East,161,79,82,0,0.491,0.482,3rd of 5,15.5,,655,682,1712417,28.3,28,52,31,C.Yelich (5.3),D.Mattingly (79-82),Miami Marlins
1334,2,2015,Miami Marlins,NL East,162,71,91,0,0.438,0.454,3rd of 5,19,,613,678,1752235,27.9,27.3,51,29,D.Gordon (4.9),M.Redmond (16-22) and D.Jennings (55-69),Miami Marlins
1335,3,2014,Miami Marlins,NL East,162,77,85,0,0.475,0.48,4th of 5,19,,645,674,1732283,27.4,26.4,45,25,G.Stanton (6.5),M.Redmond (77-85),Miami Marlins
1336,4,2013,Miami Marlins,NL East,162,62,100,0,0.383,0.396,5th of 5,34,,513,646,1586322,27.7,26,53,26,J.Fernandez (6.7),M.Redmond (62-100),Miami Marlins
1337,5,2012,Miami Marlins,NL East,162,69,93,0,0.426,0.422,5th of 5,29,,609,724,2219444,28.3,28.8,45,21,G.Stanton (5.5),O.Guillen (69-93),Miami Marlins
1338,6,2011,Florida Marlins,NL East,162,72,90,0,0.444,0.447,5th of 5,30,,625,702,1520562,27.4,28,44,22,G.Stanton (4.1),"E.Rodriguez (32-39), B.Hyde (0-1) and J.McKeon (40-50)",Miami Marlins
1339,7,2010,Florida Marlins,NL East,162,80,82,0,0.494,0.501,3rd of 5,17,,719,717,1524894,26.9,27.1,57,31,J.Johnson (6.8),F.Gonzalez (34-36) and E.Rodriguez (46-46),Miami Marlins
1340,8,2009,Florida Marlins,NL East,162,87,75,0,0.537,0.504,2nd of 5,6,,772,766,1464109,27,26.3,44,27,J.Johnson (7.4),F.Gonzalez (87-75),Miami Marlins
1341,9,2008,Florida Marlins,NL East,161,84,77,0,0.522,0.502,3rd of 5,7.5,,770,767,1335076,28,26.6,45,22,H.Ramirez (6.7),F.Gonzalez (84-77),Miami Marlins
1342,10,2007,Florida Marlins,NL East,162,71,91,0,0.438,0.445,5th of 5,18,,790,891,1370511,26.7,26.2,50,30,H.Ramirez (4.3),F.Gonzalez (71-91),Miami Marlins
1343,11,2006,Florida Marlins,NL East,162,78,84,0,0.481,0.492,4th of 5,19,,758,772,1164134,25.6,25.9,40,21,M.Cabrera (5.8),J.Girardi (78-84),Miami Marlins
1344,12,2005,Florida Marlins,NL East,162,83,79,0,0.512,0.491,3rd of 5,7,,717,732,1852608,29.7,29.5,47,27,D.Willis (8.4),J.McKeon (83-79),Miami Marlins
1345,13,2004,Florida Marlins,NL East,162,83,79,0,0.512,0.512,3rd of 5,13,,718,700,1723105,28.8,27.8,45,25,C.Pavano (5.8),J.McKeon (83-79),Miami Marlins
1346,14,2003,Florida Marlins,NL East,162,91,71,0,0.562,0.537,2nd of 5,10,Won WS (4-2),751,692,1303215,27.7,26.3,40,22,D.Willis (4.4),J.Torborg (16-22) and J.McKeon (75-49),Miami Marlins
1347,15,2002,Florida Marlins,NL East,162,79,83,0,0.488,0.46,4th of 5,23,,699,763,813118,28.4,26.1,41,21,A.Burnett (4.1),J.Torborg (79-83),Miami Marlins
1348,16,2001,Florida Marlins,NL East,162,76,86,0,0.469,0.499,4th of 5,12,,742,744,1261226,27.3,26.5,42,23,C.Floyd (6.6),J.Boles (22-26) and T.Perez (54-60),Miami Marlins
1349,17,2000,Florida Marlins,NL East,161,79,82,0,0.491,0.461,3rd of 5,15.5,,731,797,1218326,26.1,26.7,40,18,L.Castillo (4.5),J.Boles (79-82),Miami Marlins
1350,18,1999,Florida Marlins,NL East,162,64,98,0,0.395,0.405,5th of 5,39,,691,852,1369421,25.2,26,44,21,A.Fernandez (3.5),J.Boles (64-98),Miami Marlins
1351,19,1998,Florida Marlins,NL East,162,54,108,0,0.333,0.356,5th of 5,52,,667,923,1730384,25.4,24.5,49,22,M.Kotsay (3.9),J.Leyland (54-108),Miami Marlins
1352,20,1997,Florida Marlins,NL East,162,92,70,0,0.568,0.546,2nd of 5,9,Won WS (4-3),740,669,2364387,28.5,27.5,43,20,K.Brown (6.8),J.Leyland (92-70),Miami Marlins
1353,21,1996,Florida Marlins,NL East,162,80,82,0,0.494,0.49,3rd of 5,16,,688,703,1746767,27.9,28,46,23,K.Brown (7.9),"R.Lachemann (39-47), C.Rojas (1-0) and J.Boles (40-35)",Miami Marlins
1354,22,1995,Florida Marlins,NL East,143,67,76,0,0.469,0.5,4th of 5,22.5,,673,673,1700466,28.1,28.3,46,27,C.Hammond (3.3),R.Lachemann (67-76),Miami Marlins
1355,23,1994,Florida Marlins,NL East,115,51,64,0,0.443,0.406,5th of 5,23.5,,468,576,1937467,27.6,29,42,20,J.Conine (2.8),R.Lachemann (51-64),Miami Marlins
1356,24,1993,Florida Marlins,NL East,162,64,98,0,0.395,0.401,6th of 7,33,,581,724,3064847,27.7,29.7,43,18,B.Harvey (4.0),R.Lachemann (64-98),Miami Marlins
1357,1,2016,MIL,NL Central,162,73,89,0,0.451,0.46,4th of 5,30.5,,671,733,2314614,27.5,28.1,50,27,R.Braun (4.4),C.Counsell (73-89),MIL
