,Rk,Year,Team,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
1358,2,2015,MIL,NL Central,162,68,94,0,0.42,0.446,4th of 5,32,,655,737,2542558,28.1,28.4,49,26,R.Braun (3.8),R.Roenicke (7-18) and C.Counsell (61-76),MIL
1359,3,2014,MIL,NL Central,162,82,80,0,0.506,0.495,3rd of 5,8,,650,657,2797384,28.8,29,40,21,J.Lucroy (6.7),R.Roenicke (82-80),MIL
1360,4,2013,MIL,NL Central,162,74,88,0,0.457,0.468,4th of 5,23,,640,687,2531105,27.9,28.8,40,21,C.Gomez (8.5),R.Roenicke (74-88),MIL
1361,5,2012,MIL,NL Central,162,83,79,0,0.512,0.526,3rd of 6,14,,776,733,2831385,29.2,29,46,23,R.Braun (6.9),R.Roenicke (83-79),MIL
1362,6,2011,MIL,NL Central,162,96,66,0,0.593,0.556,1st of 6,--,Lost NLCS (4-2),721,638,3071373,28.9,29.3,48,22,R.Braun (7.8),R.Roenicke (96-66),MIL
1363,7,2010,MIL,NL Central,162,77,85,0,0.475,0.468,3rd of 6,14,,750,804,2776531,27.8,29.2,43,25,R.Braun (5.7),K.Macha (77-85),MIL
1364,8,2009,MIL,NL Central,162,80,82,0,0.494,0.481,3rd of 6,11,,785,818,3037451,29.3,30,45,23,P.Fielder (6.3),K.Macha (80-82),MIL
1365,9,2008,MIL,NL Central,162,90,72,0,0.556,0.539,2nd of 6,7.5,Lost LDS (3-1),750,689,3068458,28.7,29.9,44,20,C.Sabathia (5.2),N.Yost (83-67) and D.Sveum (7-5),MIL
1366,10,2007,MIL,NL Central,162,83,79,0,0.512,0.515,2nd of 6,2,,801,776,2869144,27.7,29.1,40,21,C.Hart (4.7),N.Yost (83-79),MIL
1367,11,2006,MIL,NL Central,162,75,87,0,0.463,0.44,4th of 6,8.5,,730,833,2335643,28.8,28.3,49,27,B.Hall (5.8),N.Yost (75-87),MIL
1368,12,2005,MIL,NL Central,162,81,81,0,0.5,0.519,3rd of 6,19,,726,697,2211023,28.4,28,39,19,G.Jenkins (4.6),N.Yost (81-81),MIL
1369,13,2004,MIL,NL Central,161,67,94,0,0.416,0.42,6th of 6,37.5,,634,757,2062382,28.5,27.2,41,22,B.Sheets (7.3),N.Yost (67-94),MIL
1370,14,2003,MIL,NL Central,162,68,94,0,0.42,0.409,6th of 6,20,,714,873,1700354,29.8,27.6,42,23,S.Podsednik (3.6),N.Yost (68-94),MIL
1371,15,2002,MIL,NL Central,162,56,106,0,0.346,0.379,6th of 6,41,,627,821,1969153,29.9,26.8,49,25,J.Hernandez (4.4),D.Lopes (3-12) and J.Royster (53-94),MIL
1372,16,2001,MIL,NL Central,162,68,94,0,0.42,0.461,4th of 6,25,,740,806,2811041,29.4,27.3,46,24,R.Belliard (3.5),D.Lopes (68-94),MIL
1373,17,2000,MIL,NL Central,163,73,89,1,0.451,0.45,3rd of 6,22,,740,826,1573621,28.8,27.4,46,24,J.D'Amico (4.8),D.Lopes (73-89),MIL
1374,18,1999,MIL,NL Central,161,74,87,0,0.46,0.462,5th of 6,22.5,,815,886,1701796,28.1,28.2,44,24,J.Cirillo (4.8),P.Garner (52-60) and J.Lefebvre (22-27),MIL
1375,19,1998,MIL,NL Central,162,74,88,0,0.457,0.437,5th of 6,28,,707,812,1811593,28.4,28.1,43,23,J.Cirillo (5.9),P.Garner (74-88),MIL
1376,20,1997,MIL,AL Central,161,78,83,0,0.484,0.461,3rd of 5,8,,681,742,1444027,28.1,28.3,44,21,J.Cirillo (5.3),P.Garner (78-83),MIL
1377,21,1996,MIL,AL Central,162,80,82,0,0.494,0.497,3rd of 5,19.5,,894,899,1327155,27.8,27.2,48,24,B.McDonald (5.4),P.Garner (80-82),MIL
1378,22,1995,MIL,AL Central,144,65,79,0,0.451,0.496,4th of 5,35,,740,747,1087560,27.9,27.3,41,22,R.Bones (3.4),P.Garner (65-79),MIL
1379,23,1994,MIL,AL Central,115,53,62,0,0.461,0.469,5th of 5,15,,547,586,1268399,28,28.3,36,15,R.Bones (4.0),P.Garner (53-62),MIL
1380,24,1993,MIL,AL East,162,69,93,0,0.426,0.465,7th of 7,26,,733,792,1688080,28.4,27.3,40,18,G.Vaughn (6.7),P.Garner (69-93),MIL
1381,25,1992,MIL,AL East,162,92,70,0,0.568,0.592,2nd of 7,4,,740,604,1857351,29.7,27.5,35,15,B.Wegman (4.8),P.Garner (92-70),MIL
1382,26,1991,MIL,AL East,162,83,79,0,0.512,0.533,4th of 7,8,,799,744,1478729,30.1,27,39,21,P.Molitor (5.3),T.Trebelhorn (83-79),MIL
1383,27,1990,MIL,AL East,162,74,88,0,0.457,0.483,6th of 7,14,,732,760,1752900,29.4,28.6,43,22,R.Robinson (3.3),T.Trebelhorn (74-88),MIL
1384,28,1989,MIL,AL East,162,81,81,0,0.5,0.518,4th of 7,8,,707,679,1970735,28.4,27.9,40,20,R.Yount (5.8),T.Trebelhorn (81-81),MIL
1385,29,1988,MIL,AL East,162,87,75,0,0.537,0.546,3rd of 7,2,,682,616,1923238,28.4,27.2,35,14,T.Higuera (7.4),T.Trebelhorn (87-75),MIL
1386,30,1987,MIL,AL East,162,91,71,0,0.562,0.525,3rd of 7,7,,862,817,1909244,27.4,26.2,37,17,T.Higuera (6.5),T.Trebelhorn (91-71),MIL
1387,31,1986,MIL,AL East,161,77,84,0,0.478,0.456,6th of 7,18,,667,734,1265041,29.1,26.2,39,17,T.Higuera (9.4),G.Bamberger (71-81) and T.Trebelhorn (6-3),MIL
1388,32,1985,MIL,AL East,161,71,90,0,0.441,0.432,6th of 7,28,,690,802,1360265,29.9,30.3,39,17,P.Molitor (3.7),G.Bamberger (71-90),MIL
1389,33,1984,MIL,AL East,161,67,94,0,0.416,0.438,7th of 7,36.5,,641,734,1608509,29.7,31.2,36,18,R.Yount (5.9),R.Lachemann (67-94),MIL
1390,34,1983,MIL,AL East,162,87,75,0,0.537,0.535,5th of 7,11,,764,708,2397131,29.8,30.6,36,16,R.Yount (7.2),H.Kuenn (87-75),MIL
1391,35,1982,MIL,AL East,163,95,67,1,0.586,0.598,1st of 7,--,Lost WS (4-3),891,717,1978896,29.5,30.3,33,15,R.Yount (10.5),B.Rodgers (23-24) and H.Kuenn (72-43),MIL
1392,36,1981,MIL,AL East,109,62,47,0,0.569,0.533,1st of 7,--,Lost LDS (3-2),493,459,874292,28.9,29.1,33,16,R.Yount (4.9),B.Rodgers (62-47),MIL
1393,37,1980,MIL,AL East,162,86,76,0,0.531,0.579,3rd of 7,17,,811,682,1857408,28,27.3,33,15,R.Yount (7.1),B.Rodgers (39-31) and G.Bamberger (47-45),MIL
1394,38,1979,MIL,AL East,161,95,66,0,0.59,0.551,2nd of 7,8,,807,722,1918343,27.5,26.6,31,17,S.Lezcano (5.6),G.Bamberger (95-66),MIL
1395,39,1978,MIL,AL East,162,93,69,0,0.574,0.596,3rd of 7,6.5,,804,650,1601406,27.3,25.1,35,13,M.Caldwell (8.1),G.Bamberger (93-69),MIL
1396,40,1977,MIL,AL East,162,67,95,0,0.414,0.418,6th of 7,33,,639,765,1114938,27.1,24.1,36,13,D.Money (5.1),A.Grammas (67-95),MIL
1397,41,1976,MIL,AL East,161,66,95,0,0.41,0.437,6th of 6,32,,570,655,1012164,27,26,41,17,B.Travers (4.5),A.Grammas (66-95),MIL
1398,42,1975,MIL,AL East,162,68,94,0,0.42,0.427,5th of 6,28,,675,792,1213357,26.9,25.6,36,15,D.Porter (3.7),D.Crandall (67-94) and H.Kuenn (1-0),MIL
1399,43,1974,MIL,AL East,162,76,86,0,0.469,0.491,5th of 6,15,,647,660,955741,26.5,26.1,36,14,T.Murphy (5.2),D.Crandall (76-86),MIL
1400,44,1973,MIL,AL East,162,74,88,0,0.457,0.485,5th of 6,23,,708,731,1092158,25.8,26,35,16,G.Scott (6.7),D.Crandall (74-88),MIL
1401,45,1972,MIL,AL East,156,65,91,0,0.417,0.415,6th of 6,21,,493,595,600440,26.6,25.9,35,14,G.Scott (4.9),"D.Bristol (10-20), R.McMillan (1-1) and D.Crandall (54-70)",MIL
1402,46,1971,MIL,AL West,161,69,92,0,0.429,0.44,6th of 6,32,,534,609,731531,27.1,26,43,15,K.Sanders (3.9),D.Bristol (69-92),MIL
1403,47,1970,MIL,AL West,163,65,97,1,0.401,0.408,4th of 6,33,,613,751,933690,29.2,27.8,45,19,T.Harper (7.4),D.Bristol (65-97),MIL
1404,48,1969,Seattle Pilots,AL West,163,64,98,1,0.395,0.399,6th of 6,33,,639,799,677944,28,28.4,53,25,W.Comer (3.2),J.Schultz (64-98),MIL
1405,1,2016,MIN,AL Central,162,59,103,0,0.364,0.406,5th of 5,35.5,,722,889,1963912,27,28.3,42,29,B.Dozier (6.5),P.Molitor (59-103),MIN
1406,2,2015,MIN,AL Central,162,83,79,0,0.512,0.497,2nd of 5,12,,696,700,2220054,28.3,29.1,44,24,K.Gibson (3.2),P.Molitor (83-79),MIN
1407,3,2014,MIN,AL Central,162,70,92,0,0.432,0.462,5th of 5,20,,715,777,2250606,27.6,29.2,48,23,B.Dozier (5.2),R.Gardenhire (70-92),MIN
1408,4,2013,MIN,AL Central,162,66,96,0,0.407,0.388,4th of 5,27,,614,788,2477644,28.3,28.3,44,23,J.Mauer (5.3),R.Gardenhire (66-96),MIN
1409,5,2012,MIN,AL Central,162,66,96,0,0.407,0.422,5th of 5,22,,701,832,2776354,28.8,27.8,47,25,D.Span (5.0),R.Gardenhire (66-96),MIN
1410,6,2011,MIN,AL Central,162,63,99,0,0.389,0.383,5th of 5,32,,619,804,3168116,27.6,28.5,45,24,S.Baker (4.4),R.Gardenhire (63-99),MIN
1411,7,2010,MIN,AL Central,162,94,68,0,0.58,0.569,1st of 5,--,Lost LDS (3-0),781,671,3223640,28.5,28.6,42,21,J.Mauer (5.9),R.Gardenhire (94-68),MIN
1412,8,2009,MIN,AL Central,163,87,76,0,0.534,0.53,1st of 5,--,Lost LDS (3-0),817,765,2416237,27.7,27.9,42,24,J.Mauer (7.8),R.Gardenhire (87-76),MIN
1413,9,2008,MIN,AL Central,163,88,75,0,0.54,0.549,2nd of 5,1,,829,745,2302431,26.4,27.5,40,19,J.Mauer (5.6),R.Gardenhire (88-75),MIN
1414,10,2007,MIN,AL Central,162,79,83,0,0.488,0.496,3rd of 5,17,,718,725,2296383,28.4,27.4,42,19,J.Santana (5.2),R.Gardenhire (79-83),MIN
1415,11,2006,MIN,AL Central,162,96,66,0,0.593,0.572,1st of 5,--,Lost LDS (3-0),801,683,2285018,28.2,26.9,39,17,J.Santana (7.5),R.Gardenhire (96-66),MIN
1416,12,2005,MIN,AL Central,162,83,79,0,0.512,0.518,3rd of 5,16,,688,662,2034243,27.6,27.9,37,15,J.Santana (7.2),R.Gardenhire (83-79),MIN
1417,13,2004,MIN,AL Central,162,92,70,0,0.568,0.54,1st of 5,--,Lost LDS (3-1),780,715,1911490,27.9,28.2,42,18,J.Santana (8.7),R.Gardenhire (92-70),MIN
1418,14,2003,MIN,AL Central,162,90,72,0,0.556,0.525,1st of 5,--,Lost LDS (3-1),801,758,1946011,27.3,29.7,42,20,A.Pierzynski (4.5),R.Gardenhire (90-72),MIN
1419,15,2002,MIN,AL Central,161,94,67,0,0.584,0.535,1st of 5,--,Lost ALCS (4-1),768,712,1924473,26.8,28.8,42,19,J.Jones (5.4),R.Gardenhire (94-67),MIN
1420,16,2001,MIN,AL Central,162,85,77,0,0.525,0.503,2nd of 5,6,,771,766,1782929,26.4,27.4,42,21,J.Mays (6.6),T.Kelly (85-77),MIN
1421,17,2000,MIN,AL Central,162,69,93,0,0.426,0.426,5th of 5,26,,748,880,1000760,26.5,26.6,41,17,B.Radke (6.2),T.Kelly (69-93),MIN
1422,18,1999,MIN,AL Central,161,63,97,1,0.394,0.406,5th of 5,33,,686,845,1202829,26.8,26.3,37,18,B.Radke (6.5),T.Kelly (63-97),MIN
1423,19,1998,MIN,AL Central,162,70,92,0,0.432,0.451,4th of 5,19,,734,818,1165976,29.8,28.7,38,17,B.Radke (5.2),T.Kelly (70-92),MIN
1424,20,1997,MIN,AL Central,162,68,94,0,0.42,0.45,4th of 5,18.5,,772,861,1411064,29.1,28.1,39,18,C.Knoblauch (6.7),T.Kelly (68-94),MIN
1425,21,1996,MIN,AL Central,162,78,84,0,0.481,0.488,4th of 5,21.5,,877,900,1437352,28.4,25.8,38,18,C.Knoblauch (8.6),T.Kelly (78-84),MIN
1426,22,1995,MIN,AL Central,144,56,88,0,0.389,0.394,5th of 5,44,,703,889,1057667,27.3,25.7,46,22,C.Knoblauch (6.7),T.Kelly (56-88),MIN
1427,23,1994,MIN,AL Central,113,53,60,0,0.469,0.433,4th of 5,14,,594,688,1398565,28.9,28.1,33,16,C.Knoblauch (4.0),T.Kelly (53-60),MIN
1428,24,1993,MIN,AL West,162,71,91,0,0.438,0.418,5th of 7,23,,693,830,2048673,29.6,27.5,41,16,C.Knoblauch (3.6),T.Kelly (71-91),MIN
1429,25,1992,MIN,AL West,162,90,72,0,0.556,0.561,2nd of 7,6,,747,653,2482428,28.7,27.7,39,17,K.Puckett (7.1),T.Kelly (90-72),MIN
1430,26,1991,MIN,AL West,162,95,67,0,0.586,0.579,1st of 7,--,Won WS (4-3),776,652,2293842,29.1,28.6,35,16,K.Tapani (6.8),T.Kelly (95-67),MIN
1431,27,1990,MIN,AL West,162,74,88,0,0.457,0.459,7th of 7,29,,666,729,1751584,29.4,27.1,39,18,G.Gagne (3.2),T.Kelly (74-88),MIN
1432,28,1989,MIN,AL West,162,80,82,0,0.494,0.501,5th of 7,19,,740,738,2277438,29.4,28,43,23,K.Puckett (4.9),T.Kelly (80-82),MIN
1433,29,1988,MIN,AL West,162,91,71,0,0.562,0.555,2nd of 7,13,,759,672,3030672,28.5,30,41,20,F.Viola (7.7),T.Kelly (91-71),MIN
1434,30,1987,MIN,AL West,162,85,77,0,0.525,0.489,1st of 7,--,Won WS (4-3),786,806,2081976,27.8,31.4,36,17,F.Viola (8.1),T.Kelly (85-77),MIN
1435,31,1986,MIN,AL West,162,71,91,0,0.438,0.443,6th of 7,21,,741,839,1255453,26.8,28.5,38,18,G.Gaetti (5.8),R.Miller (59-80) and T.Kelly (12-11),MIN
1436,32,1985,MIN,AL West,162,77,85,0,0.475,0.453,4th of 7,14,,705,782,1651814,26.4,28.1,36,17,K.Puckett (2.9),B.Gardner (27-35) and R.Miller (50-50),MIN
1437,33,1984,MIN,AL West,162,81,81,0,0.5,0.499,2nd of 7,3,,673,675,1598692,25.8,27.2,39,16,K.Hrbek (5.5),B.Gardner (81-81),MIN
1438,34,1983,MIN,AL West,162,70,92,0,0.432,0.433,5th of 7,29,,709,822,858939,26,26.3,35,14,J.Castino (4.4),B.Gardner (70-92),MIN
1439,35,1982,MIN,AL West,162,60,102,0,0.37,0.401,7th of 7,33,,657,819,921186,25.3,25.2,39,17,T.Brunansky (5.6),B.Gardner (60-102),MIN
1440,36,1981,MIN,AL West,110,41,68,1,0.376,0.387,7th of 7,23,,378,486,469090,26.8,27.2,38,14,D.Corbett (2.9),J.Goryl (11-25) and B.Gardner (30-43),MIN
1441,37,1980,MIN,AL West,161,77,84,0,0.478,0.465,3rd of 7,19.5,,670,724,769206,26.6,28.7,36,14,D.Corbett (5.7),G.Mauch (54-71) and J.Goryl (23-13),MIN
1442,38,1979,MIN,AL West,162,82,80,0,0.506,0.524,4th of 7,6,,764,725,1070521,26.2,29.5,36,15,J.Koosman (7.2),G.Mauch (82-80),MIN
1443,39,1978,MIN,AL West,162,73,89,0,0.451,0.492,4th of 7,19,,666,678,787878,27,26.5,33,16,D.Goltz (6.6),G.Mauch (73-89),MIN
1444,40,1977,MIN,AL West,161,84,77,0,0.522,0.551,4th of 7,17.5,,867,776,1162727,26.7,27,36,15,R.Carew (9.7),G.Mauch (84-77),MIN
1445,41,1976,MIN,AL West,162,85,77,0,0.525,0.525,3rd of 6,5,,743,704,715394,26.6,26.6,31,13,R.Carew (6.8),G.Mauch (85-77),MIN
1446,42,1975,MIN,AL West,159,76,83,0,0.478,0.492,4th of 6,20.5,,724,736,737156,27.5,25.8,35,13,R.Carew (7.8),F.Quilici (76-83),MIN
1447,43,1974,MIN,AL West,163,82,80,1,0.506,0.503,3rd of 6,8,,673,669,662401,28.1,26.4,32,13,B.Blyleven (7.9),F.Quilici (82-80),MIN
1448,44,1973,MIN,AL West,162,81,81,0,0.5,0.529,3rd of 6,13,,738,692,907499,27.9,26.6,33,13,B.Blyleven (9.9),F.Quilici (81-81),MIN
1449,45,1972,MIN,AL West,154,77,77,0,0.5,0.502,3rd of 6,15.5,,537,535,797901,27.4,26.9,33,12,R.Carew (5.4),B.Rigney (36-34) and F.Quilici (41-43),MIN
1450,46,1971,MIN,AL West,160,74,86,0,0.463,0.489,5th of 6,26.5,,654,670,940858,28.5,27.3,36,14,B.Blyleven (6.2),B.Rigney (74-86),MIN
1451,47,1970,MIN,AL West,162,98,64,0,0.605,0.594,1st of 6,--,Lost ALCS (3-0),744,605,1261887,28.6,28.1,35,13,T.Oliva (7.0),B.Rigney (98-64),MIN
1452,48,1969,MIN,AL West,162,97,65,0,0.599,0.61,1st of 6,--,Lost ALCS (3-0),790,618,1349328,28.9,28.9,36,15,J.Perry (6.5),B.Martin (97-65),MIN
1453,49,1968,MIN,AL,162,79,83,0,0.488,0.513,7th of 10,24,,562,546,1143257,28.2,27.9,33,14,D.Chance (5.2),C.Ermer (79-83),MIN
1454,50,1967,MIN,AL,164,91,71,2,0.562,0.559,2nd of 10,1,,671,590,1483547,28,27.5,35,12,J.Merritt (6.4),S.Mele (25-25) and C.Ermer (66-46),MIN
1455,51,1966,MIN,AL,162,89,73,0,0.549,0.56,2nd of 10,9,,663,581,1259374,27.8,28.2,34,15,T.Oliva (6.4),S.Mele (89-73),MIN
1456,52,1965,MIN,AL,162,102,60,0,0.63,0.614,1st of 10,--,Lost WS (4-3),774,600,1463258,27.4,28.5,35,15,Z.Versalles (7.2),S.Mele (102-60),MIN
1457,53,1964,MIN,AL,163,79,83,1,0.488,0.538,6th of 10,20,,737,678,1207514,26.9,27.3,44,20,T.Oliva (6.8),S.Mele (79-83),MIN
1458,54,1963,MIN,AL,161,91,70,0,0.565,0.609,3rd of 10,13,,767,602,1406652,27.2,26.7,39,18,B.Allison (7.4),S.Mele (91-70),MIN
1459,55,1962,MIN,AL,163,91,71,1,0.562,0.551,2nd of 10,5,,798,713,1433116,26.6,26.7,36,18,C.Pascual (6.2),S.Mele (91-71),MIN
1460,56,1961,MIN,AL,161,70,90,1,0.438,0.456,7th of 10,38,,707,778,1256723,27.6,26.4,42,19,J.Kralick (5.8),C.Lavagetto (23-36) and S.Mele (47-54),MIN
1461,57,1960,Washington Senators,AL,154,73,81,0,0.474,0.484,5th of 8,24,,672,696,743404,27.3,26.8,37,18,P.Ramos (4.1),C.Lavagetto (73-81),MIN
1462,58,1959,Washington Senators,AL,154,63,91,0,0.409,0.443,8th of 8,31,,619,701,615372,27,26.9,40,16,C.Pascual (8.6),C.Lavagetto (63-91),MIN
1463,59,1958,Washington Senators,AL,156,61,93,2,0.396,0.366,8th of 8,31,,553,747,475288,28.1,26.3,39,17,D.Hyde (4.6),C.Lavagetto (61-93),MIN
1464,60,1957,Washington Senators,AL,154,55,99,0,0.357,0.369,8th of 8,43,,603,808,457079,28.4,25.5,41,19,R.Sievers (4.6),C.Dressen (4-16) and C.Lavagetto (51-83),MIN
1465,61,1956,Washington Senators,AL,155,59,95,1,0.383,0.346,7th of 8,38,,652,924,431647,26.8,24.8,33,14,C.Stobbs (4.6),C.Dressen (59-95),MIN
1466,62,1955,Washington Senators,AL,154,53,101,0,0.344,0.376,8th of 8,43,,598,789,425238,27.5,26.1,40,16,M.McDermott (3.1),C.Dressen (53-101),MIN
1467,63,1954,Washington Senators,AL,155,66,88,1,0.429,0.467,6th of 8,45,,632,680,503542,28.5,27.5,32,11,E.Yost (4.3),B.Harris (66-88),MIN
1468,64,1953,Washington Senators,AL,152,76,76,0,0.5,0.551,5th of 8,23.5,,687,614,595594,28.6,30.9,39,15,M.Vernon (5.4),B.Harris (76-76),MIN
1469,65,1952,Washington Senators,AL,157,78,76,3,0.506,0.492,5th of 8,17,,598,608,699457,28.5,31.8,43,18,B.Porterfield (5.3),B.Harris (78-76),MIN
1470,66,1951,Washington Senators,AL,154,62,92,0,0.403,0.442,7th of 8,36,,672,764,695167,28.7,31.3,38,17,E.Yost (4.0),B.Harris (62-92),MIN
1471,67,1950,Washington Senators,AL,155,67,87,1,0.435,0.426,5th of 8,31,,690,813,699697,28.5,30.8,41,19,E.Yost (4.0),B.Harris (67-87),MIN
1472,68,1949,Washington Senators,AL,154,50,104,0,0.325,0.326,8th of 8,47,,584,868,770745,28.6,29.6,37,18,E.Robinson (2.5),J.Kuhel (50-104),MIN
1473,69,1948,Washington Senators,AL,154,56,97,1,0.366,0.358,7th of 8,40,,578,796,795254,28.5,29.8,35,15,R.Scarborough (5.5),J.Kuhel (56-97),MIN
1474,70,1947,Washington Senators,AL,154,64,90,0,0.416,0.363,7th of 8,33,,496,675,850758,29.4,29.7,36,15,W.Masterson (5.1),O.Bluege (64-90),MIN
1475,71,1946,Washington Senators,AL,155,76,78,1,0.494,0.432,4th of 8,28,,608,706,1027216,29.6,32,36,17,M.Vernon (5.5),O.Bluege (76-78),MIN
1476,72,1945,Washington Senators,AL,156,87,67,2,0.565,0.546,2nd of 8,1.5,,622,562,652660,31.3,32.2,34,14,R.Wolff (5.5),O.Bluege (87-67),MIN
1477,73,1944,Washington Senators,AL,154,64,90,0,0.416,0.448,8th of 8,25,,592,664,525235,30.4,31.3,37,14,S.Spence (6.0),O.Bluege (64-90),MIN
1478,74,1943,Washington Senators,AL,153,84,69,0,0.549,0.551,2nd of 8,13.5,,666,595,574694,27.6,28.6,38,17,S.Spence (4.4),O.Bluege (84-69),MIN
1479,75,1942,Washington Senators,AL,151,62,89,0,0.411,0.399,7th of 8,39.5,,653,817,403493,26.6,27.4,36,16,B.Estalella (2.8),B.Harris (62-89),MIN
1480,76,1941,Washington Senators,AL,156,70,84,2,0.455,0.458,6th of 8,31,,728,798,415663,27.1,28.3,36,14,C.Travis (6.4),B.Harris (70-84),MIN
1481,77,1940,Washington Senators,AL,154,64,90,0,0.416,0.41,7th of 8,26,,665,811,381241,26.8,26,35,15,D.Leonard (4.8),B.Harris (64-90),MIN
1482,78,1939,Washington Senators,AL,153,65,87,1,0.428,0.442,6th of 8,41.5,,702,797,339257,26.5,26.2,40,16,B.Lewis (5.7),B.Harris (65-87),MIN
1483,79,1938,Washington Senators,AL,152,75,76,1,0.497,0.468,5th of 8,23.5,,814,873,522694,28.6,29.3,28,12,B.Myer (5.4),B.Harris (75-76),MIN
1484,80,1937,Washington Senators,AL,158,73,80,5,0.477,0.452,6th of 8,28.5,,757,841,397799,28,28.6,41,16,C.Travis (4.7),B.Harris (73-80),MIN
1485,81,1936,Washington Senators,AL,153,82,71,0,0.536,0.549,3rd of 8,20,,889,799,379525,28,29.8,35,15,J.Stone (4.6),B.Harris (82-71),MIN
1486,82,1935,Washington Senators,AL,154,67,86,1,0.438,0.458,6th of 8,27,,823,903,255011,28.5,29,38,18,B.Myer (6.1),B.Harris (67-86),MIN
1487,83,1934,Washington Senators,AL,155,66,86,3,0.434,0.454,7th of 8,34,,729,806,330074,29.8,31.2,39,17,H.Manush (4.7),J.Cronin (66-86),MIN
1488,84,1933,Washington Senators,AL,153,99,53,1,0.651,0.61,1st of 8,--,Lost WS (4-1),850,665,437533,30.2,31.1,30,14,J.Cronin (7.2),J.Cronin (99-53),MIN
1489,85,1932,Washington Senators,AL,154,93,61,0,0.604,0.573,3rd of 8,14,,840,716,371396,30,29,30,13,G.Crowder (6.7),W.Johnson (93-61),MIN
1490,86,1931,Washington Senators,AL,156,92,62,2,0.597,0.591,3rd of 8,16,,843,690,492657,28.9,29.1,30,11,J.Cronin (6.8),W.Johnson (92-62),MIN
1491,87,1930,Washington Senators,AL,154,94,60,0,0.61,0.616,2nd of 8,8,,892,689,614474,29.2,28.2,36,12,J.Cronin (8.4),W.Johnson (94-60),MIN
1492,88,1929,Washington Senators,AL,153,71,81,1,0.467,0.472,5th of 8,34,,730,776,355506,28.2,27.5,34,14,F.Marberry (6.7),W.Johnson (71-81),MIN
1493,89,1928,Washington Senators,AL,155,75,79,1,0.487,0.508,4th of 8,26,,718,705,378501,28.6,28.4,33,11,G.Goslin (7.5),B.Harris (75-79),MIN
1494,90,1927,Washington Senators,AL,157,85,69,3,0.552,0.531,3rd of 8,25,,782,730,528976,29.9,27.6,41,16,B.Hadley (5.3),B.Harris (85-69),MIN
1495,91,1926,Washington Senators,AL,152,81,69,2,0.54,0.524,4th of 8,8,,802,761,551580,29.3,31.5,35,17,G.Goslin (6.8),B.Harris (81-69),MIN
1496,92,1925,Washington Senators,AL,152,96,55,1,0.636,0.596,1st of 8,--,Lost WS (4-3),829,670,817199,29.7,31.8,39,15,W.Johnson (6.9),B.Harris (96-55),MIN
1497,93,1924,Washington Senators,AL,156,92,62,2,0.597,0.594,1st of 8,--,Won WS (4-3),755,613,584310,28.6,30.3,35,12,W.Johnson (7.4),B.Harris (92-62),MIN
1498,94,1923,Washington Senators,AL,155,75,78,2,0.49,0.483,4th of 8,23.5,,720,747,357406,28.1,29.4,39,17,W.Johnson (4.6),D.Bush (75-78),MIN
1499,95,1922,Washington Senators,AL,154,69,85,0,0.448,0.462,6th of 8,25,,650,706,458552,28.4,29.4,32,14,W.Johnson (5.5),C.Milan (69-85),MIN
1500,96,1921,Washington Senators,AL,154,80,73,1,0.523,0.478,4th of 8,18,,704,738,456069,28.3,28.8,33,14,G.Mogridge (6.3),G.McBride (80-73),MIN
1501,97,1920,Washington Senators,AL,153,68,84,1,0.447,0.453,6th of 8,29,,723,802,359260,27.1,25.7,40,16,S.Rice (4.6),C.Griffith (68-84),MIN
1502,98,1919,Washington Senators,AL,142,56,84,2,0.4,0.469,7th of 8,32,,533,570,234096,27.2,26.1,40,18,W.Johnson (10.8),C.Griffith (56-84),MIN
1503,99,1918,Washington Senators,AL,130,72,56,2,0.563,0.551,3rd of 8,4,,461,412,182122,28.9,26.6,30,14,W.Johnson (11.6),C.Griffith (72-56),MIN
1504,100,1917,Washington Senators,AL,157,74,79,4,0.484,0.482,5th of 8,25.5,,544,566,89682,26.5,24.4,25,9,W.Johnson (8.0),C.Griffith (74-79),MIN
1505,101,1916,Washington Senators,AL,159,76,77,6,0.497,0.494,7th of 8,14.5,,536,543,177265,27.2,24.3,31,13,W.Johnson (10.7),C.Griffith (76-77),MIN
1506,102,1915,Washington Senators,AL,155,85,68,2,0.556,0.567,4th of 8,17,,569,491,167332,26.8,23.7,34,13,W.Johnson (12.1),C.Griffith (85-68),MIN
1507,103,1914,Washington Senators,AL,158,81,73,4,0.526,0.544,3rd of 8,19,,572,519,243888,26.8,22.4,33,14,W.Johnson (13.0),C.Griffith (81-73),MIN
1508,104,1913,Washington Senators,AL,155,90,64,1,0.584,0.527,2nd of 8,6.5,,596,562,325831,26.3,25.2,38,23,W.Johnson (16.0),C.Griffith (90-64),MIN
1509,105,1912,Washington Senators,AL,154,91,61,2,0.599,0.584,2nd of 8,14,,699,581,350663,25.9,25.6,41,19,W.Johnson (14.6),C.Griffith (91-61),MIN
1510,106,1911,Washington Senators,AL,154,64,90,0,0.416,0.408,7th of 8,38.5,,624,765,244884,28,25.8,28,10,W.Johnson (8.8),J.McAleer (64-90),MIN
